"project_id","date","species","samples","n_profiles"
"PR-00000429",2006-01-18,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00000429",2007-07-31,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00000434",2002-01-26,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000435",2007-04-17,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00000438",2003-06-02,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000438",2008-12-01,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000438",2009-01-06,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000438",2009-06-01,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000438",2009-10-24,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00000442",2000-12-11,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00000442",2001-01-19,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000442",2001-01-22,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00000442",2004-11-10,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000442",2006-02-24,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000442",2008-01-25,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000442",2008-04-11,"Methicillin-Susceptible Staphylococcus aureus",4,3
"PR-00000442",2008-05-23,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000443",2003-03-24,"Methicillin-Resistant Staphylococcus aureus",5,1
"PR-00000443",2003-09-01,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000443",2004-02-11,"Methicillin-Resistant Staphylococcus aureus",2,2
"PR-00000443",2004-10-21,"Methicillin-Resistant Staphylococcus aureus",4,2
"PR-00000443",2005-01-10,"Methicillin-Resistant Staphylococcus aureus",4,3
"PR-00000443",2005-02-07,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000443",2005-03-07,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000443",2005-04-16,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000443",2005-05-09,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000443",2005-06-13,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00000443",2005-06-20,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00000443",2005-09-23,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000443",2005-12-12,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00000443",2006-01-04,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00000443",2006-09-15,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000457",2000-02-21,"Methicillin-Susceptible Staphylococcus aureus",6,4
"PR-00000457",2000-03-14,"Methicillin-Susceptible Staphylococcus aureus",4,2
"PR-00000457",2000-03-20,"Methicillin-Susceptible Staphylococcus aureus",3,2
"PR-00000457",2000-05-24,"Methicillin-Susceptible Staphylococcus aureus",3,2
"PR-00000457",2000-06-19,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00000457",2000-12-18,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00000457",2001-02-13,"Methicillin-Resistant Staphylococcus aureus",6,1
"PR-00000457",2001-02-15,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00000457",2001-05-18,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000457",2001-05-18,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000457",2001-05-23,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00000457",2001-07-08,"Methicillin-Susceptible Staphylococcus aureus",3,2
"PR-00000457",2002-01-31,"Methicillin-Susceptible Staphylococcus aureus",4,1
"PR-00000457",2002-03-14,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000457",2002-03-14,"Methicillin-Susceptible Staphylococcus aureus",4,2
"PR-00000457",2002-04-18,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000457",2002-07-12,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00000457",2002-07-25,"Methicillin-Susceptible Staphylococcus aureus",9,2
"PR-00000457",2003-08-15,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00000457",2004-02-03,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00000457",2004-03-31,"Methicillin-Susceptible Staphylococcus aureus",5,1
"PR-00000457",2004-03-31,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00000457",2004-04-12,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00000457",2004-04-12,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00000457",2005-03-23,"Methicillin-Susceptible Staphylococcus aureus",3,2
"PR-00000457",2005-05-27,"Methicillin-Susceptible Staphylococcus aureus",3,2
"PR-00000457",2005-06-29,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00000457",2006-05-30,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000457",2007-02-05,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00000457",2007-12-13,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00000457",2008-06-17,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00000457",2008-08-27,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000459",2002-06-24,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000459",2002-06-24,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000459",2002-07-29,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000459",2002-08-15,"Methicillin-Resistant Staphylococcus aureus",2,2
"PR-00000459",2002-08-27,"Methicillin-Resistant Staphylococcus aureus",5,1
"PR-00000459",2002-09-12,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00000459",2002-09-21,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000459",2002-11-05,"Methicillin-Resistant Staphylococcus aureus",2,2
"PR-00000459",2003-05-20,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000459",2003-09-01,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000462",2001-05-18,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000462",2001-05-21,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000463",2002-05-16,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000463",2003-04-11,"Methicillin-Susceptible Staphylococcus aureus",3,3
"PR-00000463",2003-08-29,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000463",2006-07-14,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00000477",2003-11-19,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000491",2005-11-24,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000492",2007-10-17,"Methicillin-Susceptible Staphylococcus aureus",6,1
"PR-00000496",2008-08-05,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000500",2001-02-21,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000507",2005-02-25,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000510",2000-11-23,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00000510",2001-06-07,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000510",2003-08-19,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000516",2005-04-19,"Methicillin-Resistant Staphylococcus aureus",2,2
"PR-00000516",2007-03-20,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000529",2003-06-06,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00000533",2002-07-13,"Methicillin-Susceptible Staphylococcus aureus",4,2
"PR-00000537",2006-11-19,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00000540",2004-12-10,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000540",2005-05-05,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000541",2000-10-22,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000541",2003-02-20,"Methicillin-Resistant Staphylococcus aureus",5,1
"PR-00000541",2004-02-03,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00000541",2004-04-03,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00000541",2004-05-10,"Methicillin-Resistant Staphylococcus aureus",5,1
"PR-00000541",2004-05-11,"Methicillin-Resistant Staphylococcus aureus",2,2
"PR-00000541",2004-10-03,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00000541",2005-04-11,"Methicillin-Resistant Staphylococcus aureus",2,2
"PR-00000543",2002-05-21,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000543",2002-08-04,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000543",2002-08-05,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00000547",2007-05-23,"Methicillin-Susceptible Staphylococcus aureus",6,1
"PR-00000547",2007-05-24,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000547",2007-07-05,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000556",2003-06-24,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00000556",2006-02-13,"Methicillin-Resistant Staphylococcus aureus",2,2
"PR-00000558",2000-09-06,"Methicillin-Susceptible Staphylococcus aureus",4,1
"PR-00000558",2001-10-31,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000558",2004-02-12,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000561",2000-07-27,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00000561",2002-11-28,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00000562",2008-09-30,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00000562",2008-11-17,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00000566",2003-08-14,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000566",2005-11-08,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00000568",2001-06-15,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000570",2000-04-19,"Methicillin-Resistant Staphylococcus aureus",4,2
"PR-00000570",2000-06-16,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00000570",2000-07-07,"Methicillin-Resistant Staphylococcus aureus",3,2
"PR-00000570",2001-03-20,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00000571",2010-07-23,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000573",2001-02-20,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000574",2005-05-23,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000578",2000-12-22,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000583",2007-02-23,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000583",2007-11-06,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000588",2000-06-14,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00000588",2001-08-29,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000588",2002-09-15,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000598",2003-08-19,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00000610",2004-02-18,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000610",2005-05-23,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000612",2001-06-06,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00000617",2002-03-30,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000623",2005-02-28,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00000623",2005-03-29,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000623",2005-06-15,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000627",2005-08-25,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000630",2004-04-27,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000641",2001-06-12,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000648",2001-07-30,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000651",2000-02-02,"Methicillin-Susceptible Staphylococcus aureus",5,1
"PR-00000651",2000-11-02,"Methicillin-Susceptible Staphylococcus aureus",5,1
"PR-00000651",2009-06-11,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00000651",2009-07-17,"Methicillin-Susceptible Staphylococcus aureus",6,1
"PR-00000651",2009-08-05,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00000661",2011-06-20,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000664",2010-04-27,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000665",2001-02-05,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000665",2001-10-05,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00000669",2008-03-02,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000670",2003-10-29,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000670",2006-02-13,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00000673",2007-09-14,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00000673",2010-12-21,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000673",2010-12-23,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000682",2009-03-23,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000683",2006-01-29,"Methicillin-Resistant Staphylococcus aureus",2,2
"PR-00000686",2002-12-04,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000687",2004-11-29,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00000699",2000-06-02,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000707",2010-08-31,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000710",2004-08-19,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000722",2000-02-16,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000722",2000-03-09,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000722",2000-04-06,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000722",2000-04-27,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000722",2000-05-24,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00000722",2000-08-30,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000722",2001-02-05,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000722",2001-02-07,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000722",2001-04-18,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000722",2001-04-26,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000722",2001-08-15,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000722",2001-08-16,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000722",2002-08-12,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000722",2002-11-04,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000722",2002-12-09,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000722",2002-12-09,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000722",2003-02-08,"Methicillin-Resistant Staphylococcus aureus",2,2
"PR-00000722",2003-07-09,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00000722",2003-07-09,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00000722",2003-09-10,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000722",2004-01-27,"Methicillin-Resistant Staphylococcus aureus",3,1
"PR-00000722",2004-08-25,"Methicillin-Susceptible Staphylococcus aureus",4,1
"PR-00000722",2005-06-29,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00000722",2005-06-29,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000722",2006-03-14,"Methicillin-Resistant Staphylococcus aureus",5,1
"PR-00000722",2006-12-15,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000722",2007-01-31,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000722",2007-01-31,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000722",2007-06-01,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000722",2007-06-01,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000722",2008-02-05,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000722",2008-02-05,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000730",2006-11-12,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000732",2006-03-21,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00000736",2000-02-17,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000736",2000-04-07,"Methicillin-Resistant Staphylococcus aureus",4,1
"PR-00000736",2000-05-17,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000736",2000-06-02,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000736",2000-06-23,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00000736",2000-06-23,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000736",2000-07-27,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00000736",2000-08-07,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000736",2000-10-17,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00000736",2000-10-31,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000736",2001-01-03,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000736",2001-01-04,"Methicillin-Susceptible Staphylococcus aureus",4,1
"PR-00000736",2001-01-09,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00000736",2001-01-09,"Methicillin-Resistant Staphylococcus aureus",5,1
"PR-00000736",2001-02-06,"Methicillin-Resistant Staphylococcus aureus",5,3
"PR-00000736",2001-04-09,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000736",2001-04-18,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000736",2001-06-04,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000736",2001-06-06,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00000736",2001-06-19,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00000736",2001-07-03,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00000736",2001-07-25,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00000736",2001-07-27,"Methicillin-Resistant Staphylococcus aureus",3,2
"PR-00000736",2001-07-27,"Methicillin-Susceptible Staphylococcus aureus",6,1
"PR-00000736",2001-07-29,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000736",2001-09-02,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00000736",2001-09-02,"Methicillin-Resistant Staphylococcus aureus",2,1
"PR-00000736",2001-09-17,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000736",2001-10-02,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00000736",2001-11-27,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000736",2002-01-09,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000743",2000-06-13,"Methicillin-Susceptible Staphylococcus aureus",6,1
"PR-00000750",2004-09-02,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000750",2005-04-13,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00000757",2001-01-15,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000757",2001-01-16,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00000763",2010-07-29,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00000768",2009-02-16,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000773",2005-02-15,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000775",2001-05-28,"Methicillin-Susceptible Staphylococcus aureus",7,1
"PR-00000775",2001-06-12,"Methicillin-Susceptible Staphylococcus aureus",5,2
"PR-00000775",2002-06-06,"Methicillin-Susceptible Staphylococcus aureus",2,2
"PR-00000775",2003-03-13,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000775",2003-03-17,"Methicillin-Susceptible Staphylococcus aureus",4,1
"PR-00000775",2004-05-26,"Methicillin-Susceptible Staphylococcus aureus",2,1
"PR-00000775",2008-08-17,"Methicillin-Susceptible Staphylococcus aureus",3,2
"PR-00000777",2000-02-23,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00000777",2000-02-23,"Methicillin-Resistant Staphylococcus aureus",4,2
"PR-00000777",2000-02-24,"Methicillin-Susceptible Staphylococcus aureus",5,1
"PR-00000777",2000-04-19,"Methicillin-Susceptible Staphylococcus aureus",3,1
"PR-00000777",2000-04-19,"Methicillin-Resistant Staphylococcus aureus",4,1
